Individual Reference,First Name,Last Name,Father First Name,Father Last Name,Mother First Name,Year of Birth,Document Type,Document ID,Organization,Category,Currency,Amount,Start (yyyyMMdd),End (yyyyMMdd)
299827391658,تولين,الأشراف,وفيق,الأوس,جمان,2019,LOCAL_COUNCIL_CARD,871872645515.0,ORG1,CASH-MPA,USD,29916,20240401,20240701
310215499021,ليث,بحمدوني,وفيق,الأوس,جمان,2004,LOCAL_COUNCIL_CARD,619944938932.0,ORG1,CASH-MPA,USD,48110,20240401,20240701
604722713264,فردوس,باهلة,وفيق,الأوس,جمان,1977,LOCAL_COUNCIL_CARD,86707868639.0,ORG1,CASH-MPA,USD,4351,20240401,20240701
922904268367,عماد,الخلفاوي,وفيق,الأوس,جمان,1972,,,ORG1,CASH-MPA,USD,42077,20240401,20240701
192217140912,مُعتز,الفتياني,شعيب,عجرمة (العجارمة),تاليا,2006,LOCAL_COUNCIL_CARD,968351739919.0,ORG1,CASH-MPA,USD,82359,20240401,20240701
866687498147,جليل,نور الدين,شعيب,عجرمة (العجارمة),تاليا,1984,NATIONAL_ID,959832048958.0,ORG1,CASH-MPA,USD,20261,20240401,20240701
544849124630,نوف,اليوزباشي,منيف,بنو كنز,ليان,1973,LOCAL_COUNCIL_CARD,445549537211.0,ORG1,CASH-MPA,USD,48467,20240401,20240701
930706058769,وديع,المفتي,منيف,بنو كنز,ليان,1983,LOCAL_COUNCIL_CARD,993536547596.0,ORG1,CASH-MPA,USD,82915,20240401,20240701
661078960450,محجوب,أولاد بوعزيز,منيف,بنو كنز,ليان,1993,LOCAL_COUNCIL_CARD,93663542075.0,ORG1,CASH-MPA,USD,33095,20240401,20240701
908653621068,لانا,همدان,نبراس,سرندح,ايمان,2018,LOCAL_COUNCIL_CARD,200695527535.0,ORG1,CASH-MPA,USD,42687,20240401,20240701
710997166830,ليساء,لخم,نبراس,سرندح,ايمان,1994,,,ORG1,CASH-MPA,USD,80591,20240401,20240701
212733394868,مجد,بلقرن,نبراس,سرندح,ايمان,1995,LOCAL_COUNCIL_CARD,495639074396.0,ORG1,CASH-MPA,USD,64417,20240401,20240701
624410016719,ريتاج,الخالدي,شهب,عدوان,جودي,2012,LOCAL_COUNCIL_CARD,885896301125.0,ORG1,CASH-MPA,USD,64825,20240401,20240701
233438278914,عبد الصّمد,بنو النجار,شهب,عدوان,جودي,1987,NATIONAL_ID,287572878623.0,ORG1,CASH-MPA,USD,27290,20240401,20240701
876998501872,هناء,فراهيد,شهب,عدوان,جودي,1970,NATIONAL_ID,559920439429.0,ORG1,CASH-MPA,USD,87199,20240401,20240701
692527243378,اعتماد,اميوني,شهب,عدوان,جودي,1980,,,ORG1,CASH-MPA,USD,87187,20240401,20240701
513707293665,ابتسام,بدرية,شهب,عدوان,جودي,2011,PERSONAL_ID,285996355041.0,ORG1,CASH-MPA,USD,58134,20240401,20240701
634602752388,فاتح,مرازيق البقوم,كارم,جهينة,وصاف,2009,LOCAL_COUNCIL_CARD,457452795932.0,ORG1,CASH-MPA,USD,9464,20240401,20240701
906881504999,خلف,تغلب بن وائل,كارم,جهينة,وصاف,2023,LOCAL_COUNCIL_CARD,184551558354.0,ORG1,CASH-MPA,USD,58587,20240401,20240701
893319679270,عرفان,دوبلال,كارم,جهينة,وصاف,2007,PERSONAL_ID,7776178194.0,ORG1,CASH-MPA,USD,55587,20240401,20240701
963952069659,زايد,السروري,نوّار,الساحلي,جالا,1983,LOCAL_COUNCIL_CARD,954057191963.0,ORG1,CASH-MPA,USD,16470,20240401,20240701
436478818129,مجد,جزار,نوّار,الساحلي,جالا,1990,LOCAL_COUNCIL_CARD,16776390283.0,ORG1,CASH-MPA,USD,46197,20240401,20240701
815552774495,فدائي,الحلاق,نوّار,الساحلي,جالا,2017,,,ORG1,CASH-MPA,USD,99548,20240401,20240701
153735836874,لاما,المهرة,نوّار,الساحلي,جالا,2002,NATIONAL_ID,96419953489.0,ORG1,CASH-MPA,USD,26008,20240401,20240701
157065372916,حارث,مضر,نوّار,الساحلي,جالا,2020,LOCAL_COUNCIL_CARD,497379736696.0,ORG1,CASH-MPA,USD,93479,20240401,20240701
648269155488,كتوم,المرازيق,رجاء,بعلبكي,راما,2019,NATIONAL_ID,817502874198.0,ORG1,CASH-MPA,USD,73622,20240401,20240701
208939423734,لارا,عجرمة (العجارمة),رجاء,بعلبكي,راما,2002,PERSONAL_ID,167931599702.0,ORG1,CASH-MPA,USD,78784,20240401,20240701
531823171984,روبا,قليبو,قانت,بني رشيد,روبين,2008,NATIONAL_ID,432389611515.0,ORG1,CASH-MPA,USD,21257,20240401,20240701
378776208239,أفراح,بنو حنيفة,قانت,بني رشيد,روبين,2008,LOCAL_COUNCIL_CARD,98453316799.0,ORG1,CASH-MPA,USD,99363,20240401,20240701
505717098848,بهاء,شمران,قانت,بني رشيد,روبين,2007,NATIONAL_ID,140190908491.0,ORG1,CASH-MPA,USD,4534,20240401,20240701
743334375727,غوى,بنو معقل,قانت,بني رشيد,روبين,1990,PERSONAL_ID,500014947886.0,ORG1,CASH-MPA,USD,39609,20240401,20240701
347184770978,ترانيم,كمال,قانت,بني رشيد,روبين,2004,,,ORG1,CASH-MPA,USD,58541,20240401,20240701
139331937784,حسنين,كمال,قانت,بني رشيد,روبين,1979,,,ORG1,CASH-MPA,USD,31893,20240401,20240701
687226558302,بتول,ميرفاب,صبحي,مزرعاني,جلنار,2004,NATIONAL_ID,5631884.0,ORG1,CASH-MPA,USD,85824,20240401,20240701
178440085283,عاصم,بنو كلب,صبحي,مزرعاني,جلنار,1972,PERSONAL_ID,941270904685.0,ORG1,CASH-MPA,USD,1523,20240401,20240701
821176536785,قبس,نسيبة,صبحي,مزرعاني,جلنار,2023,,,ORG1,CASH-MPA,USD,64722,20240401,20240701
116535906352,خضر,الحداء,صبحي,مزرعاني,جلنار,1977,PERSONAL_ID,946084245508.0,ORG1,CASH-MPA,USD,85665,20240401,20240701
593130828304,كوثر,جعفر,صبحي,مزرعاني,جلنار,1993,NATIONAL_ID,814009294873.0,ORG1,CASH-MPA,USD,57155,20240401,20240701
970280543140,سرور,السمان,عبد الرّحمن,بنو حنيفة,حلا,1976,PERSONAL_ID,551278129799.0,ORG1,CASH-MPA,USD,95156,20240401,20240701
712774989877,وثّاب,جرهم,عبد الرّحمن,بنو حنيفة,حلا,1972,LOCAL_COUNCIL_CARD,332521477995.0,ORG1,CASH-MPA,USD,81185,20240401,20240701
740549836312,جواهر,بنو معقل,عبد الرّحمن,بنو حنيفة,حلا,1970,LOCAL_COUNCIL_CARD,549287537925.0,ORG1,CASH-MPA,USD,38185,20240401,20240701
662651113213,هيا,أولاد بوعزيز,عبد الرّحمن,بنو حنيفة,حلا,1986,LOCAL_COUNCIL_CARD,36253581344.0,ORG1,CASH-MPA,USD,79186,20240401,20240701
627870588548,هيام,الألجاوي,جلال الدّين,عبد القيس,كرمة,1984,LOCAL_COUNCIL_CARD,198531556655.0,ORG1,CASH-MPA,USD,3154,20240401,20240701
841900736202,لارا,الأيوبي,جلال الدّين,عبد القيس,كرمة,2008,PERSONAL_ID,964705819528.0,ORG1,CASH-MPA,USD,89885,20240401,20240701
908569807656,سلاف,اميوني,جلال الدّين,عبد القيس,كرمة,2020,LOCAL_COUNCIL_CARD,467113908163.0,ORG1,CASH-MPA,USD,77016,20240401,20240701
930974411361,ناعم,بنو شعبة,جلال الدّين,عبد القيس,كرمة,2016,NATIONAL_ID,557927151542.0,ORG1,CASH-MPA,USD,72266,20240401,20240701
324396155099,حسن,بنو الأحمر,طبّاع,ألمع,ريتاج,2003,NATIONAL_ID,93640796225.0,ORG1,CASH-MPA,USD,55521,20240401,20240701
883963390658,سعد,نسيبة,طبّاع,ألمع,ريتاج,1982,LOCAL_COUNCIL_CARD,988750821333.0,ORG1,CASH-MPA,USD,54641,20240401,20240701
594689971297,وسيم,هوازن,طبّاع,اهرام,هنادي,2022,LOCAL_COUNCIL_CARD,477276414708.0,ORG1,CASH-MPA,USD,2380,20240401,20240701
874078442738,توفيق,زلاطيمو,طبّاع,اهرام,هنادي,1985,,,ORG1,CASH-MPA,USD,42724,20240401,20240701
163079938023,بثينة,قضاعة,عدوي,همدان,دانة,1992,PERSONAL_ID,467495123181.0,ORG1,CASH-MPA,USD,1686,20240401,20240701
411361737509,تقي,يافع,عدوي,همدان,دانة,1982,LOCAL_COUNCIL_CARD,771874733739.0,ORG1,CASH-MPA,USD,9841,20240401,20240701
728364406930,سجى,الحكم بن سعد العشيرة,عدوي,همدان,دانة,1978,NATIONAL_ID,834622248205.0,ORG1,CASH-MPA,USD,72389,20240401,20240701
248478415706,بثينة,حرب,مَجدي,شتية,روبا,1998,LOCAL_COUNCIL_CARD,550025011709.0,ORG1,CASH-MPA,USD,34960,20240401,20240701
485852241555,مُعتز,ابو السعود,عبد الحكيم,عبده,جلنار,1998,PERSONAL_ID,944962471129.0,ORG1,CASH-MPA,USD,36419,20240401,20240701
201053211582,عصام,القواسم,عبد الحكيم,عبده,جلنار,2019,LOCAL_COUNCIL_CARD,691828054283.0,ORG1,CASH-MPA,USD,96897,20240401,20240701
345281716431,نصري,كندة,عبد الحكيم,عبده,جلنار,1973,,,ORG1,CASH-MPA,USD,53430,20240401,20240701
454925615167,وصاف,بنو صخر,عبد الحكيم,عبده,جلنار,2010,PERSONAL_ID,677707697667.0,ORG1,CASH-MPA,USD,25014,20240401,20240701
853942753840,بتلاء,جودة,مرتجي,الشهابي,ترانيم,2024,LOCAL_COUNCIL_CARD,136554405717.0,ORG1,CASH-MPA,USD,3117,20240401,20240701
871961913341,طالب,البخاري,مرتجي,الشهابي,ترانيم,2013,,,ORG1,CASH-MPA,USD,31316,20240401,20240701
897176185117,شهاب,الكلغاصي,مرتجي,الشهابي,ترانيم,1995,NATIONAL_ID,781110644322.0,ORG1,CASH-MPA,USD,85890,20240401,20240701
290988923011,جوليا,خزاعة,مرتجي,الشهابي,ترانيم,2001,NATIONAL_ID,233087852447.0,ORG1,CASH-MPA,USD,51445,20240401,20240701
474828226232,حياة,بكر بن عبد مناة,مرتجي,الشهابي,ترانيم,2015,,,ORG1,CASH-MPA,USD,33237,20240401,20240701
592038856105,تاليا,البغدادي,عامر,اهرام,باهرة,1970,NATIONAL_ID,904096130085.0,ORG1,CASH-MPA,USD,27480,20240401,20240701
721846636367,آلاء,البامية,عامر,اهرام,باهرة,2000,LOCAL_COUNCIL_CARD,78107048986.0,ORG1,CASH-MPA,USD,94615,20240401,20240701
337715767917,كاسر,بديرية,عامر,اهرام,باهرة,1983,LOCAL_COUNCIL_CARD,60156292463.0,ORG1,CASH-MPA,USD,66463,20240401,20240701
465838721714,أحلام,طزيز,عامر,اهرام,باهرة,1973,LOCAL_COUNCIL_CARD,595316923562.0,ORG1,CASH-MPA,USD,59577,20240401,20240701
775644100242,ابتهاج,سليم,عامر,اهرام,باهرة,2015,,,ORG1,CASH-MPA,USD,26068,20240401,20240701
519748803843,مُنجد,نجم,وريد,بنو شيبان,ميلاء,1978,LOCAL_COUNCIL_CARD,922524357478.0,ORG1,CASH-MPA,USD,24989,20240401,20240701
422132669051,وصاف,بنو لام,وريد,بنو شيبان,ميلاء,1995,NATIONAL_ID,697252351707.0,ORG1,CASH-MPA,USD,59205,20240401,20240701
317223549405,ابتهال,سرندح,وريد,بنو شيبان,ميلاء,1979,LOCAL_COUNCIL_CARD,285790700379.0,ORG1,CASH-MPA,USD,87075,20240401,20240701
721592672109,لؤي,بنو أمية,ثابت,بنو عدي,اصيل,2005,LOCAL_COUNCIL_CARD,229447156316.0,ORG1,CASH-MPA,USD,99722,20240401,20240701
280624825305,نور الحقّ,عاملة,ثابت,بنو عدي,اصيل,2010,NATIONAL_ID,789973148287.0,ORG1,CASH-MPA,USD,56062,20240401,20240701
488978006609,عبد الإله,بيرقدار,ثابت,بنو عدي,اصيل,1988,PERSONAL_ID,972133581801.0,ORG1,CASH-MPA,USD,19149,20240401,20240701
201659049150,طائل,أولاد زيان,ثابت,بنو عدي,اصيل,2007,LOCAL_COUNCIL_CARD,66732642683.0,ORG1,CASH-MPA,USD,95120,20240401,20240701
202891283627,ربى,القضماني,رسمي,حوالة,هيام,1984,NATIONAL_ID,854575337818.0,ORG1,CASH-MPA,USD,12270,20240401,20240701
875490827915,جمان,هندية,رسمي,حوالة,هيام,2010,PERSONAL_ID,429416189712.0,ORG1,CASH-MPA,USD,45741,20240401,20240701
989164077342,صهيب,الجبشة,رسمي,حوالة,هيام,2005,,,ORG1,CASH-MPA,USD,29616,20240401,20240701
464784399512,طموح,صيداني,صدقي,غوشة,باهرة,1976,PERSONAL_ID,128030419432.0,ORG1,CASH-MPA,USD,27372,20240401,20240701
899728705002,قنوع,قريش,صدقي,غوشة,باهرة,1974,PERSONAL_ID,105356736038.0,ORG1,CASH-MPA,USD,70910,20240401,20240701
956655771579,دانية,بنو ذي أصبح,صدقي,غوشة,باهرة,2002,NATIONAL_ID,796877501021.0,ORG1,CASH-MPA,USD,55820,20240401,20240701
428468809359,بلقيس,حمير,صدقي,غوشة,باهرة,2022,LOCAL_COUNCIL_CARD,301493906613.0,ORG1,CASH-MPA,USD,2117,20240401,20240701
156526335362,طه,مراد,واصل,الألجاوي,دارين,2016,,,ORG1,CASH-MPA,USD,90832,20240401,20240701
555420626079,فيصل,بنو كنز,واصل,الألجاوي,دارين,1977,LOCAL_COUNCIL_CARD,816216444922.0,ORG1,CASH-MPA,USD,64990,20240401,20240701
227016267855,غالب,بنو الأسمر,واصل,الألجاوي,دارين,2020,,,ORG1,CASH-MPA,USD,97110,20240401,20240701
348737546960,ماذى,الداودي,واصل,الألجاوي,دارين,1992,NATIONAL_ID,20916274696.0,ORG1,CASH-MPA,USD,96538,20240401,20240701
949541744350,حنفي,الوعري,واصل,الألجاوي,دارين,2000,NATIONAL_ID,117991573034.0,ORG1,CASH-MPA,USD,11076,20240401,20240701
988884965962,بثينة,قيس عيلان,طريف,بلغازي,هيام,1989,PERSONAL_ID,772492516303.0,ORG1,CASH-MPA,USD,5880,20240401,20240701
903151209324,خطيب,بنو معقل,طريف,بلغازي,هيام,2006,PERSONAL_ID,802699650535.0,ORG1,CASH-MPA,USD,19473,20240401,20240701
199789366451,علّام,الداودي,طريف,بلغازي,هيام,1988,PERSONAL_ID,400027075019.0,ORG1,CASH-MPA,USD,53294,20240401,20240701
162655280276,كنار,الحسيني,طريف,بلغازي,هيام,2020,LOCAL_COUNCIL_CARD,80964210851.0,ORG1,CASH-MPA,USD,60036,20240401,20240701
504940792624,ماذى,ابو عيد,طريف,بلغازي,هيام,2009,PERSONAL_ID,749508586774.0,ORG1,CASH-MPA,USD,66474,20240401,20240701
211897160322,مشرق,القباني,هلالي,القلموني,شهد,2007,LOCAL_COUNCIL_CARD,690510389424.0,ORG1,CASH-MPA,USD,74773,20240401,20240701
502718254209,جميل,الزرقان,هلالي,القلموني,شهد,1985,NATIONAL_ID,354198305575.0,ORG1,CASH-MPA,USD,67703,20240401,20240701
210182294959,ريم,اسطمبولي,هلالي,القلموني,شهد,1991,NATIONAL_ID,902106504156.0,ORG1,CASH-MPA,USD,14372,20240401,20240701
642027532188,أفنان,السيفي,هلالي,القلموني,شهد,2001,LOCAL_COUNCIL_CARD,835112176649.0,ORG1,CASH-MPA,USD,61230,20240401,20240701
560395007100,جمال الدّين,الدليم,قصي,القواسم,سجى,1980,NATIONAL_ID,553947048504.0,ORG1,CASH-MPA,USD,40069,20240401,20240701
960519927931,مزهر,عبد القيس,قصي,القواسم,سجى,2007,LOCAL_COUNCIL_CARD,20839171027.0,ORG1,CASH-MPA,USD,68547,20240401,20240701
470290725147,نبيل,طرابلسي,قصي,القواسم,سجى,1975,,,ORG1,CASH-MPA,USD,48301,20240401,20240701
135452046116,اعتماد,ربيعة,عبد الرّشيد,مذحج,حياة,2002,,,ORG1,CASH-MPA,USD,45347,20240401,20240701
364666558268,دانة,عرموني,عبد الرّشيد,مذحج,حياة,1987,LOCAL_COUNCIL_CARD,935311320859.0,ORG1,CASH-MPA,USD,91913,20240401,20240701
390972638995,بارعة,النقيب,عبد الرّشيد,مذحج,حياة,1970,PERSONAL_ID,206490470447.0,ORG1,CASH-MPA,USD,52959,20240401,20240701
134016703681,سجا,ميرفاب,عبد الرّشيد,مذحج,حياة,1983,NATIONAL_ID,421248056089.0,ORG1,CASH-MPA,USD,99574,20240401,20240701
120562244566,اصيل,الجاعوني,تاج الدّين,الترجمان الصالح,اصيل,2003,NATIONAL_ID,761238393209.0,ORG1,CASH-MPA,USD,67536,20240401,20240701
226749629883,أزهار,الشرفاء,تاج الدّين,الترجمان الصالح,اصيل,2012,LOCAL_COUNCIL_CARD,830235842814.0,ORG1,CASH-MPA,USD,16046,20240401,20240701
738614207454,حسني,زبيد,جهاد,غامد,مايا,1978,,,ORG1,CASH-MPA,USD,14880,20240401,20240701
149679438217,إخلاص,مذحج,جهاد,غامد,مايا,2021,,,ORG1,CASH-MPA,USD,5824,20240401,20240701
792351194234,مأمون,الغوانمة,جهاد,غامد,مايا,2016,LOCAL_COUNCIL_CARD,241505701414.0,ORG1,CASH-MPA,USD,28855,20240401,20240701
623859941660,فيّاض,أولاد زيان,جهاد,غامد,مايا,2002,LOCAL_COUNCIL_CARD,904426903413.0,ORG1,CASH-MPA,USD,97710,20240401,20240701
913755696533,مُصلح,الجبشة,عمير,شتية,ابتهاج,1981,PERSONAL_ID,909557617672.0,ORG1,CASH-MPA,USD,24730,20240401,20240701
405093003018,صالح,البقوم,عمير,شتية,ابتهاج,1970,NATIONAL_ID,95106946987.0,ORG1,CASH-MPA,USD,67214,20240401,20240701
587436814262,مالك,فهم,عمير,شتية,ابتهاج,2021,NATIONAL_ID,237067210556.0,ORG1,CASH-MPA,USD,83799,20240401,20240701
615115187421,راشد,بو مدين,عمير,شتية,ابتهاج,2013,LOCAL_COUNCIL_CARD,836165297509.0,ORG1,CASH-MPA,USD,44446,20240401,20240701
863199949123,كنعان,جديس,عمير,شتية,ابتهاج,1995,,,ORG1,CASH-MPA,USD,84161,20240401,20240701
402201851729,أغاريد,الأوس,عمير,شتية,ابتهاج,1989,LOCAL_COUNCIL_CARD,61933407933.0,ORG1,CASH-MPA,USD,20042,20240401,20240701
479687038855,مُرسي,قضاعة,وليف,بنو هلال,حلا,2019,,,ORG1,CASH-MPA,USD,48278,20240401,20240701
463108490188,مرشد,جهينة,وليف,بنو هلال,حلا,1986,LOCAL_COUNCIL_CARD,518500001956.0,ORG1,CASH-MPA,USD,8084,20240401,20240701
846095256553,بوران,عنز بن وائل,وليف,بنو هلال,حلا,2001,LOCAL_COUNCIL_CARD,610354293349.0,ORG1,CASH-MPA,USD,58156,20240401,20240701
409765924245,لتين,الكواهلة,قاصد,سموم,تمام,2021,PERSONAL_ID,279487602307.0,ORG1,CASH-MPA,USD,15683,20240401,20240701
333975804775,غيداء,الموركة,موفّق,عبد القيس,آيات,1992,PERSONAL_ID,152361861237.0,ORG1,CASH-MPA,USD,84259,20240401,20240701
773525500167,عزيز,الحداء,موفّق,عبد القيس,آيات,1995,,,ORG1,CASH-MPA,USD,18976,20240401,20240701
223800842928,غوى,بنو يعلى,موفّق,عبد القيس,آيات,1996,,,ORG1,CASH-MPA,USD,56077,20240401,20240701
370766660647,لورين,ابو الحاج,موفّق,عبد القيس,آيات,1983,PERSONAL_ID,700348853571.0,ORG1,CASH-MPA,USD,3715,20240401,20240701
452905016304,عتاب,أولاد زيان,نضال,عبده,دعاء,2003,NATIONAL_ID,39443190209.0,ORG1,CASH-MPA,USD,28473,20240401,20240701
915649184521,بنان,القرجولي,نضال,عبده,دعاء,1978,LOCAL_COUNCIL_CARD,814182520975.0,ORG1,CASH-MPA,USD,29854,20240401,20240701
241806574545,بوران,بنو ياس,نضال,عبده,دعاء,2001,LOCAL_COUNCIL_CARD,81108785357.0,ORG1,CASH-MPA,USD,35356,20240401,20240701
946399972042,مرتضي,جار الله,نضال,عبده,دعاء,2010,,,ORG1,CASH-MPA,USD,39197,20240401,20240701
498008048320,ميلاء,الداودي,ديسم,الجبشة,روبا,1996,NATIONAL_ID,390801229728.0,ORG1,CASH-MPA,USD,22830,20240401,20240701
849073229626,خاشعة,الحواش,خطيب,التوتنجي,جوان,2000,NATIONAL_ID,821434067276.0,ORG1,CASH-MPA,USD,14713,20240401,20240701
562295431877,راجي,زحلاوي,خطيب,التوتنجي,جوان,1970,PERSONAL_ID,434392816573.0,ORG1,CASH-MPA,USD,63711,20240401,20240701
142238480237,صارم,الجعليين,خطيب,التوتنجي,جوان,1985,NATIONAL_ID,36530484288.0,ORG1,CASH-MPA,USD,45653,20240401,20240701
292262307550,ضرغام,بو مدين,توفيق,بنو عدي,رواء,1999,LOCAL_COUNCIL_CARD,211327604334.0,ORG1,CASH-MPA,USD,78768,20240401,20240701
621582808345,تمام,عكاوي,توفيق,بنو عدي,رواء,2013,,,ORG1,CASH-MPA,USD,83844,20240401,20240701
365094978165,شادن,المهرة,صدّام,المظفر,لينا,2021,NATIONAL_ID,737983385945.0,ORG1,CASH-MPA,USD,57760,20240401,20240701
560369620759,زكية,إياد,صدّام,المظفر,لينا,2000,,,ORG1,CASH-MPA,USD,90922,20240401,20240701
